8.180680000000000618e+00,1.716839999999999922e+00,-1.776559999999999917e+00,3.110129999999999768e+02,-8.814579999999999416e+00,1.236010000000000053e+00,-5.104260000000000019e+00,3.110129999999999768e+02
3.513040000000000163e+00,-8.164770000000000749e+00,-3.055769999999999875e+00,3.848690000000000282e+02,-2.002909999999999968e+00,8.348100000000000520e+00,-2.964900000000000091e+00,3.848690000000000282e+02
-4.522090000000000387e+00,-7.426689999999999792e+00,4.022569999999999757e-01,3.327900000000000091e+03,3.216590000000000060e+00,7.559890000000000221e+00,-4.258409999999999584e+00,3.327900000000000091e+03
1.936180000000000012e+00,7.951819999999999666e+00,-3.840009999999999923e+00,3.682780000000000200e+03,-2.207679999999999865e+00,-8.699170000000000513e+00,-1.530520000000000103e+00,3.682780000000000200e+03
-3.989310000000000134e+00,7.563889999999999780e+00,-3.941409999999999858e+00,4.092480000000000018e+03,6.905979999999999563e+00,-5.503510000000000346e+00,-1.719270000000000076e+00,4.092480000000000018e+03
6.341949999999999754e+00,5.827379999999999782e+00,-3.469160000000000021e+00,4.429840000000000146e+03,-7.149339999999999584e+00,-4.330659999999999954e+00,-2.248930000000000096e+00,4.429840000000000146e+03
8.757500000000000284e+00,-7.637859999999999649e-01,-1.891780000000000017e+00,6.656449999999999818e+03,-7.400240000000000151e+00,4.512669999999999959e+00,-4.152370000000000339e+00,6.656449999999999818e+03
-8.213639999999999830e+00,2.918800000000000061e+00,-5.535669999999999646e+00,8.577719999999999345e+03,8.423450000000000770e+00,9.046100000000000252e-01,-9.034450000000000536e-01,8.577719999999999345e+03
7.540499999999999758e+00,4.781699999999999839e+00,-7.791639999999999677e-01,8.997870000000000800e+03,-7.036089999999999733e+00,-4.539159999999999862e+00,-5.447650000000000325e+00,8.997870000000000800e+03
6.775249999999999773e+00,-5.789139999999999731e+00,-1.816410000000000080e+00,1.003039999999999964e+04,-3.401670000000000194e+00,7.738360000000000127e+00,-3.676320000000000032e+00,1.003039999999999964e+04
-1.204360000000000097e+00,8.164770000000000749e+00,-5.276609999999999800e+00,1.139660000000000036e+04,5.055710000000000370e+00,-7.036380000000000301e+00,-2.298499999999999988e-01,1.139660000000000036e+04
9.045389999999999819e-01,8.292360000000000397e+00,-6.114329999999999821e+00,1.286689999999999964e+04,2.417260000000000186e+00,-8.631119999999999237e+00,1.414779999999999927e+00,1.286689999999999964e+04
