X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
6.27124,6.14015,-0.168248,604.352,-7.97919,-3.02318,0.286504,604.352
-7.97919,-3.02318,0.286504,604.352,6.28707,6.15031,-0.144957,604.352
7.8313,3.55498,-4.25967,1274.18,-7.99715,-3.60685,-0.188533,1274.18
8.80716,-0.258157,-2.24091,2706.39,-7.33858,3.79198,-3.77163,2706.39
2.0754,8.43668,-3.57875,2850.09,3.00209,-7.65201,-1.81072,2850.09
8.35446,2.44456,-5.11408,4023.28,-9.00984,-1.22352,2.16162,4023.28
7.48161,4.79367,-6.15303,4058.15,-6.53803,-6.10563,2.32023,4058.15
8.54784,-0.0393252,-6.14237,5573.3,-6.79065,4.64478,-0.683713,5573.3
0.986506,8.97357,-2.40164,6062.08,3.30351,-7.64648,-3.21082,6062.08
5.29539,-6.51762,0.934148,8236.02,-1.40652,8.25984,-6.11812,8236.02
-2.71537,8.52671,-2.39859,8286.66,6.25766,-5.75381,-2.7927,8286.66
8.64377,0.17968,-0.202573,10087.6,-7.62383,4.37527,-5.54028,10087.6
-2.3059,8.27099,1.79198,10502.8,8.27502,-1.90301,-6.31846,10502.8
7.44455,3.26061,-4.53629,10586.9,-8.04682,3.33558,-1.83215,10586.9
8.3664,-1.18727,-0.930206,10987.1,-6.52767,5.10353,0.80672,10987.1
1.31295,8.18016,-3.27803,11569.9,1.19744,-8.28926,-0.524596,11569.9
8.27303,0.546322,-4.55086,11694.9,-5.95051,5.58834,-6.11588,11694.9
3.49843,8.01027,-6.15141,12716.7,-2.58593,-8.28511,3.43,12716.7
8.91241,-1.52887,-2.34803,12867.6,-6.36128,6.19669,-1.37402,12867.6
-5.40373,6.59855,-0.196365,12968.1,7.91691,-2.42528,-4.80254,12968.1
-4.62426,-6.8061,-5.28395,13264.9,4.09329,7.17054,-1.25435,13264.9
5.82776,-6.68068,-0.678317,14964.2,-1.13875,8.4891,-3.38614,14964.2
-4.8578,6.74185,-5.64738,15004.8,8.17567,-0.94154,1.33959,15004.8
