X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
7.91259,3.35843,-4.65091,1284.18,-7.92053,-3.79974,-0.573784,1284.18
-6.99677,-4.49993,-3.82394,2119.37,7.12056,4.44923,-2.24187,2119.37
-4.48098,7.39639,-5.74871,2638.48,6.05807,-5.85934,-0.684034,2638.48
8.72957,0.413214,-3.34751,2687.45,-8.6468,0.586726,-2.26787,2687.45
8.10591,3.20688,-4.56231,3766.42,-7.86652,-2.83239,-0.539324,3766.42
5.2415,-7.23461,-2.2636,5123.76,-2.71752,8.27267,-3.76709,5123.76
7.83749,-4.60605,-0.836466,6161.66,-6.50505,5.77727,-4.68727,6161.66
-4.06839,-7.19783,1.0303,6336.33,5.61885,5.97247,-5.68501,6336.33
7.75501,3.95378,-4.34513,6606.24,-7.9333,-4.26195,-0.70358,6606.24
2.63117,8.28793,-3.76135,6713.4,-0.58394,-8.15981,-1.7293,6713.4
-0.641045,8.24218,-0.0745413,7342.96,3.46545,-8.27166,-6.20714,7342.96
8.6077,-0.389063,-5.62607,8395.97,-7.31634,3.83471,1.40659,8395.97
1.44596,-8.58976,-5.85691,8550.71,0.312332,8.42168,0.282306,8550.71
8.56218,1.87561,-4.97167,10666.9,-8.59888,1.99858,-1.93556,10666.9
2.70673,-7.61714,-1.93414,12258,0.733962,8.99142,-3.15367,12258
-8.11424,-1.31736,-0.348652,13180.6,8.75906,1.37806,-4.11559,13180.6
-6.49872,-5.74454,-1.04625,13892.4,7.31824,4.4229,-3.44413,13892.4
4.84059,7.04959,-0.0399459,15415.5,-1.27622,-8.61706,-6.1521,15415.5
2.65356,8.11556,-3.5681,15789.6,1.29657,-8.51702,-1.35193,15789.6
7.85535,4.36669,-4.21192,15864.4,-6.45711,-5.87601,-0.256961,15864.4
6.26446,6.45553,-1.1775,17160.9,-3.35317,-8.31326,-4.5634,17160.9
7.77727,-2.55268,-2.52865,19339.5,-6.83006,4.8242,-2.18875,19339.5
8.34531,-0.230784,-2.85093,20418.4,-7.7731,4.13598,1.67158,20418.4
3.88602,8.00632,1.49589,20684.2,-0.725876,-8.81505,-2.77546,20684.2
-0.420785,8.36623,-2.64698,20904.1,2.9141,-8.37747,-3.60653,20904.1
2.87738,-8.29966,-3.16299,21298.1,0.0607691,8.59311,3.07965,21298.1
8.68274,-2.36953,-2.95287,21910.3,-8.31097,-2.2711,-6.24002,21910.3
8.11422,-2.968,-1.05263,22881.8,-6.90974,5.172,-3.45018,22881.8
4.57944,7.13457,-0.233198,23483,-0.61576,-8.84512,-3.76507,23483
-6.47584,-5.14259,0.939994,23517.4,7.99165,3.71388,-3.99703,23517.4
8.16906,1.78971,-5.01828,26545.4,-8.55553,-2.53296,3.5021,26545.4
8.52858,2.54848,-0.369982,26895.1,-7.66754,-3.26568,-4.11044,26895.1
-7.70429,3.67203,2.72561,27192.5,9.03503,-1.48882,-5.37194,27192.5
-4.08255,8.03883,-2.60198,28562,7.17589,-4.32525,4.06272,28562
8.17851,-0.145169,-5.01606,28636.2,-8.26544,-1.34226,0.845259,28636.2
-2.4282,-8.64362,-4.34899,29669.3,4.80291,6.95833,0.122141,29669.3
1.36272,8.58823,1.51348,31084.3,2.37793,-8.43125,-5.1283,31084.3
3.08408,8.0599,1.01399,31633.8,3.14477,-7.88501,-4.10572,31633.8
-5.85779,-6.63419,-4.86188,31638.8,7.22712,5.46959,0.0531237,31638.8
8.43627,1.5234,-4.19905,33844,-8.40962,-1.1952,2.28535,33844
2.01212,-8.48691,2.29703,33937.6,3.48174,8.095,-3.07694,33937.6
-5.11001,-7.29431,-0.507912,35063.1,6.10987,5.31102,-1.90407,35063.1
8.45972,2.36079,-5.81769,35812.2,-8.6199,-2.23875,5.17533,35812.2
-8.11763,3.14981,0.671059,36017.6,8.84618,-0.850224,-3.53853,36017.6
-1.4112,8.58879,-3.98881,36338.9,4.79004,-7.7909,1.16542,36338.9
-7.39398,3.28833,4.37468,36434.4,8.23516,-1.18076,-5.61414,36434.4
-5.20469,6.72108,-5.36285,37429.5,7.21858,-4.23343,1.55687,37429.5
0.232097,9.01038,-5.66982,37504.7,3.46539,-8.34303,3.55354,37504.7
2.55793,7.67476,-1.21764,37875.7,3.48261,-8.02464,-1.99061,37875.7
-8.64646,0.439417,0.404837,39241.5,8.26512,1.23364,-2.82459,39241.5
7.38924,3.86812,-3.75387,39756.2,-7.59589,-4.83893,2.57806,39756.2
-2.43174,8.73976,-2.21297,41050.9,5.55917,-6.93163,-0.218431,41050.9
3.60078,7.89943,1.07613,43359,-0.58969,-8.12943,-4.98847,43359
6.71939,-4.85367,-2.31339,45017.3,-3.88616,7.78441,0.09892,45017.3
8.53708,2.61205,2.18339,45169.3,-7.0041,-4.55246,-4.54551,45169.3
