X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
2.28342,8.83222,-4.60422,2136.71,-1.35984,-8.5614,-0.277606,2136.71
8.07555,0.100659,-4.88492,2715.48,-8.3297,2.60694,-0.991219,2715.48
-6.68136,5.1387,-2.17853,3162.99,8.23146,-2.08134,-3.39401,3162.99
0.696455,8.94055,-5.49544,3658.63,2.27275,-8.49022,0.153344,3658.63
0.455233,8.97356,-2.4023,6172.08,2.80517,-7.85268,-3.22232,6172.08
6.63648,5.23027,-3.24186,6267.25,-6.32233,-5.53664,-2.37779,6267.25
7.5375,4.4847,-4.24092,6596.24,-7.72193,-3.47705,-0.696053,6596.24
1.14632,-8.70368,1.79117,7042.48,1.93256,8.17602,-6.10658,7042.48
-8.42099,-0.0666637,0.432909,7372.26,8.07901,-1.008,-1.86021,7372.26
7.94622,3.13424,-5.00781,7897.92,-8.15916,-1.80228,0.453643,7897.92
-7.66085,-4.32182,-2.48036,9801.02,6.5079,5.00233,-2.7014,9801.02
8.64371,0.203065,-0.197112,10137.6,-7.61691,4.39462,-5.53388,10137.6
-7.50996,-4.34957,-3.25583,11266.9,6.10444,5.72268,-2.15597,11266.9
-1.55974,8.50138,-4.91945,12240.1,5.00293,-6.63248,0.83719,12240.1
0.723203,8.76867,-5.85092,12291.7,2.09226,-8.39476,3.20456,12291.7
0.380642,8.60208,-0.532808,12694.1,2.58314,-8.1336,-5.83801,12694.1
-5.79854,6.1544,-4.24344,13646.7,8.90895,-1.41654,-0.482287,13646.7
8.46692,-2.85893,-4.72181,13837.1,-5.09555,7.09239,-0.616399,13837.1
1.22379,8.9178,-1.82297,15582.3,-3.22022,-7.53903,3.74925,15582.3
-1.40462,8.2743,-5.03022,16896.6,2.84265,-8.40049,-1.60375,16896.6
-8.37381,0.187162,2.32467,17200.3,7.4754,3.77318,-5.38654,17200.3
-6.36232,-5.24542,0.602787,18051.4,5.00049,6.75505,-4.29545,18051.4
-4.32538,7.40267,-3.02987,18668.1,7.97581,-4.25769,-1.1585,18668.1
-8.48891,1.2944,-5.20761,19500.7,7.29674,3.98709,0.724989,19500.7
5.9395,5.60376,-2.45688,19534.2,-4.9046,-6.8693,-5.09595,19534.2
-5.32428,7.44834,-2.85476,19692.7,8.18959,-1.32517,0.938394,19692.7
9.00608,0.829166,0.805521,20998.8,-7.79239,3.1703,-5.13471,20998.8
-8.14383,3.66036,-5.61352,21164.6,8.583,-0.313403,0.51658,21164.6
5.36549,6.30816,-2.07831,22577.2,5.92046,-5.75303,-5.13833,22577.2
-7.80439,3.91114,-5.60931,23509.3,8.08354,-0.655987,0.862897,23509.3
-8.43779,0.201408,-2.22115,24182.6,8.1304,1.92607,-1.72716,24182.6
3.49784,8.06122,-5.11018,24207.9,-2.66075,-7.87128,2.09232,24207.9
-7.90083,-2.09572,-4.53747,25662.1,7.14354,4.19962,-0.0254056,25662.1
2.55763,8.42066,-0.587072,27726.4,-1.7477,-8.10901,-3.37682,27726.4
7.7191,3.40942,-2.97687,29166,-8.26549,-1.50793,-0.460521,29166
-5.97128,6.05126,-1.91787,29532.8,7.56364,-4.05752,-1.68196,29532.8
7.46346,-3.14627,-3.68552,29898.9,-4.48729,7.16462,-4.0084,29898.9
-8.99874,-0.0156427,4.81128,30428,7.86394,2.27356,-5.85152,30428
1.9953,8.50981,0.806145,31503.8,2.30921,-8.73549,-4.72481,31503.8
6.47603,5.41865,1.30806,32075.5,-6.90865,-4.49717,-6.20685,32075.5
3.1801,7.63762,-1.32414,32957.7,0.974317,-8.44836,-5.55704,32957.7
