X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
-2.65253,7.83648,-3.35962,876.826,8.43344,-2.11378,-3.58892,876.826
8.0208,3.09737,-4.40515,1264.18,-7.81209,-4.0606,-0.327707,1264.18
-7.26852,-4.67193,-0.97841,1761.37,7.46546,3.95609,-4.6549,1761.37
8.41459,-1.06638,-4.34761,1763.06,-5.74705,6.61811,-4.49816,1763.06
-8.13359,0.575185,2.45288,1904.85,8.45631,0.715763,-6.15462,1904.85
8.9025,1.38751,-0.662093,2435.82,-8.53545,-1.2328,-6.17432,2435.82
8.73018,0.499173,-3.27429,2617.45,-8.5255,0.679929,-2.1958,2617.45
4.9668,-6.71288,-1.91462,3232.3,-0.589021,9.01132,-3.67333,3232.3
7.17215,-4.204,-0.87636,3669.91,-3.94275,7.49652,-5.64771,3669.91
7.7274,4.19305,-6.22526,4038.15,-5.95822,-6.45936,2.05203,4038.15
8.51934,-0.680758,-0.568313,4434.76,-7.97007,2.45674,-6.2952,4434.76
4.93087,6.59305,-1.99612,4540.78,-0.48624,-8.27757,-3.5829,4540.78
7.45706,3.89024,-3.21736,6117.25,-5.21765,-6.64045,-2.37201,6117.25
-7.71898,4.1704,-4.93952,6346.9,8.0165,-2.2484,-1.92309,6346.9
7.53849,-3.61651,-3.10376,8824.47,-5.4925,6.19899,2.79095,8824.47
-0.0277976,-8.39172,2.16186,9820.72,4.23948,7.11473,-1.18366,9820.72
8.74398,-0.392477,-1.10837,12274.8,-8.64586,0.369872,-4.39075,12274.8
1.90453,8.07535,0.0344763,12676.7,3.96459,-8.11467,-5.44892,12676.7
-5.56566,-6.26302,-4.2687,13650.8,7.69333,3.64139,-1.51794,13650.8
5.12862,6.33397,-5.27024,14451.6,0.746612,-8.24989,1.74487,14451.6
-1.10303,8.48584,-3.91615,14894.2,5.85339,-6.65535,-1.21598,14894.2
-4.56266,-7.607,-4.69425,15989.7,8.02751,3.82427,2.07321,15989.7
-3.59601,-8.2354,3.45035,17045.8,7.14997,5.21731,-6.15302,17045.8
8.37142,3.1391,-3.00346,17143.9,-7.17973,-5.55422,-0.69833,17143.9
4.37283,-7.66688,-2.84542,18052.9,0.274927,8.66709,-1.43934,18052.9
8.35788,1.3578,-1.96668,18269.1,-8.51159,-2.61839,-2.88934,18269.1
8.23092,3.35548,-0.524253,18938.5,-6.52061,-5.34084,-5.0371,18938.5
0.702505,8.93776,-5.99578,18970.1,-1.49951,-8.16085,4.60739,18970.1
3.06672,-8.14139,-3.86284,19071.1,2.58965,8.47343,-0.645089,19071.1
8.16007,1.90291,0.541171,19410.7,-8.48765,-0.51446,-5.54489,19410.7
2.02376,8.80254,3.92535,20279.2,1.26519,-8.26578,-3.3037,20279.2
-8.43584,2.50673,-1.0101,20357,8.24862,-1.34609,-2.75899,20357
4.14186,7.90086,1.50854,20424.2,-0.424087,-8.81507,-2.77819,20424.2
3.07369,7.99191,-4.69181,20478.5,-0.129075,-8.19448,-2.31364,20478.5
-0.211206,8.36623,-2.67818,20644.1,3.15704,-8.27687,-3.57917,20644.1
3.04014,-8.23364,-3.15148,21038.1,0.208023,8.59311,3.14199,21038.1
-7.84839,2.59115,-5.81644,21064.6,8.57929,-1.45189,0.113491,21064.6
7.33412,4.10544,-3.04756,22089,-6.08412,-6.06596,-1.20891,22089
4.65345,7.31082,-0.205319,23243,-0.607895,-8.85228,-3.77555,23243
-6.46853,-5.1499,0.932863,23277.4,7.99568,3.70547,-4.00314,23277.4
-1.41427,8.12656,-5.38123,24499.4,5.45273,-6.78007,1.41439,24499.4
8.45423,2.72796,-0.348171,26645.1,-7.7363,-3.08769,-4.08833,26645.1
1.08558,8.19131,-3.786,27481.2,2.29275,-7.97334,0.204067,27481.2
-8.61459,-0.0798644,-0.681493,27911.1,8.50666,1.10687,-2.69108,27911.1
7.10528,-4.35769,4.32717,28302,-4.23061,7.97753,-2.62616,28302
8.18242,0.0469063,-5.18185,28376.2,-8.26547,-0.990025,0.773693,28376.2
3.33641,-7.57936,-0.988256,29295.3,-0.283041,8.99455,-2.71802,29295.3
-3.26745,7.37643,-0.770712,29672.2,5.68531,-6.19824,-3.68277,29672.2
7.41017,-3.25911,-3.44028,29818.9,-4.30199,7.23389,-4.26024,29818.9
7.72648,2.42254,-2.37453,30048.9,-8.1645,-2.56253,-1.41681,30048.9
7.24634,-3.79655,-1.0776,31126.9,-6.11022,5.98513,-2.08367,31126.9
-6.30714,-6.19834,-4.83239,31388.8,6.78654,5.91134,0.0782765,31388.8
7.97713,-2.06647,-1.54675,33353,-7.12228,4.29882,-1.5618,33353
8.2896,2.02439,-4.40814,33604,-8.40966,-0.670389,2.01956,33604
8.90634,-0.683395,-4.51747,34361.1,-7.64646,2.87831,1.39241,34361.1
-8.34014,-2.03272,-0.613643,34932.9,7.66347,4.21912,-4.04754,34932.9
-0.380656,-8.35149,-6.1208,35239.5,2.10919,8.30586,1.93224,35239.5
8.68944,-2.13041,-0.0636771,36360.9,-7.11342,4.53645,-3.05392,36360.9
3.46801,7.63918,-0.986098,37234,-2.37902,-7.92819,-1.83539,37234
-0.567963,-8.29219,-0.886086,38033.2,1.92251,8.50248,-1.2829,38033.2
