X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
-8.2951,-2.46024,0.218942,584.352,5.78869,6.64817,-0.167543,584.352
-8.20259,1.16727,2.33669,1914.85,8.4563,1.31595,-6.32295,1914.85
5.94068,-6.24003,-4.1959,2245.4,-2.66204,8.11301,-2.24542,2245.4
5.01164,6.75444,-6.10959,2244.31,-2.97417,-7.71045,1.46899,2244.31
-8.21471,-1.47778,0.223677,2367.46,8.21141,2.3876,-5.30033,2367.46
6.63607,-5.27852,-0.781363,2588.48,-3.89512,7.96818,-5.84054,2588.48
8.45319,-0.221297,-5.49394,3284.67,-8.00297,2.26143,1.25848,3284.67
5.3594,6.07071,-4.3286,3519.52,-3.73761,-7.61,-0.80889,3519.52
8.06358,0.568241,-5.96889,4187.06,-8.14255,-1.38649,2.87035,4187.06
-7.51249,4.71974,-5.74784,4401.87,7.28282,-3.62604,5.73355,4401.87
6.79898,5.06774,-3.2594,6207.25,-6.16017,-5.69994,-2.39508,6207.25
-8.46448,-0.255133,0.369557,7362.26,8.07899,-1.30357,-1.8258,7362.26
-1.40622,-8.76272,3.40995,12087.3,3.4718,8.11032,-6.28889,12087.3
0.971011,8.41483,-6.02954,12351.7,2.30724,-8.3012,2.78625,12351.7
0.590853,8.372,-0.380891,12774.1,2.7552,-8.0597,-5.5856,12774.1
-6.84545,5.70917,-1.32228,12997.6,8.52913,-2.07422,-2.29801,12997.6
7.3451,-4.22187,-5.91605,13009,-4.18642,7.18916,1.24798,13009
0.286107,8.54878,0.465917,13233.6,3.41738,-7.85149,-6.07525,13233.6
-4.02638,-7.68943,-5.1779,13374.9,4.92796,6.66164,-1.04841,13374.9
6.96352,4.89413,-4.62558,13451.7,-7.04018,-5.47629,2.11244,13451.7
8.43204,-0.0271853,-5.62921,13836.7,-7.21533,3.91413,1.88735,13836.7
7.61914,-3.46319,-5.28753,15029.1,-4.8354,7.00964,0.692693,15029.1
0.0114152,-8.78781,-4.89439,16106.1,3.4713,7.90412,-0.642715,16106.1
5.09247,7.15867,-1.36834,16136.8,-2.15161,-8.21149,-4.07849,16136.8
8.79657,-0.913625,-4.94809,16788.4,-7.89333,3.61133,0.759406,16788.4
-1.20888,8.42635,0.906881,16835.4,5.32229,-7.22173,-6.02268,16835.4
7.11105,-5.54514,0.120899,18921.4,-4.26995,7.49299,-4.13066,18921.4
8.82455,0.179062,-3.0128,20338.4,-7.73621,4.21804,1.28652,20338.4
8.70009,-2.33765,-3.12121,21840.3,-8.54053,-1.53657,-5.8225,21840.3
-1.9937,-8.09468,-2.46896,22272.6,3.01023,8.27616,-1.55916,22272.6
-5.33861,-6.42675,-1.50886,22905.8,6.8207,4.7068,-3.68659,22905.8
2.95022,7.74628,-0.186409,23403,-2.35484,-8.64028,-3.84389,23403
-0.171712,-8.57498,-1.84806,23785.5,0.704162,8.27625,-1.97878,23785.5
-4.10881,-7.45593,-3.40507,24099.6,4.30696,7.5941,-1.31937,24099.6
8.21884,0.982051,-2.13601,24260.9,-8.88099,1.14248,-1.36993,24260.9
2.55264,7.72476,-5.74831,25048.8,-2.43971,-8.4044,3.25707,25048.8
-7.80944,-2.31498,-4.46692,25782.1,7.11572,3.91623,0.00312269,25782.1
-7.86139,4.48711,1.13679,26543.4,8.13301,-1.67537,-4.22396,26543.4
-8.38933,-1.49414,-1.03059,26735.2,6.78716,5.73367,-3.84628,26735.2
7.96432,-2.8035,-2.18702,27052.5,-5.80535,6.46607,-0.10803,27052.5
6.51129,-5.96666,-3.40191,27555.4,-3.64904,7.95022,-0.244287,27555.4
-8.61461,0.671693,-0.709921,28041.1,8.4176,1.85587,-2.70771,28041.1
8.18014,0.691478,-5.26372,28506.2,-8.26549,-0.255414,0.746549,28506.2
8.68638,-1.10286,-3.7531,28906.5,-7.69988,4.32492,0.349743,28906.5
-2.93992,-8.43159,-4.57447,29519.3,4.31987,7.23225,-0.0856002,29519.3
-6.87497,5.32457,-1.56525,30392.7,8.55817,-1.22573,-2.05501,30392.7
7.71454,-3.29619,-3.42418,30482.3,-5.06008,7.11082,1.00623,30482.3
-6.09646,-6.21266,-5.22275,31488.8,6.86198,5.83732,-0.273835,31488.8
-6.67105,-5.03849,2.99044,32054.6,8.06897,2.16565,-1.65025,32054.6
3.63092,7.45991,-1.2467,32937.7,2.59797,-8.05219,-5.51073,32937.7
8.26595,-0.42759,-1.5457,33373,-6.01629,5.59859,-1.56434,33373
6.37223,5.13625,-1.12544,33551.4,-6.14152,-5.73405,-4.1848,33551.4
7.27769,-5.14759,0.590797,34392.7,-1.52026,8.85615,-3.37337,34392.7
7.13247,3.96293,0.406503,34527.2,5.32306,-6.09545,5.12841,34527.2
1.50756,8.61062,-2.14772,34977.7,4.95184,-6.74369,-0.75805,34977.7
-0.0355019,8.2106,-1.03028,35375.3,6.74404,-5.7661,-2.33881,35375.3
-6.55286,4.88158,4.51045,36214.4,8.23405,0.653872,-4.93955,36214.4
8.44368,-0.144609,-0.51977,36360.9,-5.88113,5.84342,-3.17283,36360.9
8.30296,3.30529,-3.10764,36834.6,-8.66344,-0.7634,2.09526,36834.6
4.93318,6.53635,-2.13772,36900.7,2.23406,8.48424,-1.40383,36900.7
-3.49222,7.40179,-2.81438,37063.9,8.14475,-2.83377,-0.35084,37063.9
5.57767,5.93068,-3.95002,37756.8,-4.17536,-7.32875,4.41817,37756.8
-8.57943,1.50211,0.544253,38881.5,7.98866,2.28388,-2.64021,38881.5
8.91801,-0.590213,-3.1188,38859.2,-6.80714,5.51363,0.886197,38859.2
-3.00396,7.67972,-3.56126,39151.4,7.09416,-4.9537,-4.11233,39151.4
2.14068,-7.87168,-2.46594,39636.5,2.23424,8.81009,-0.0648683,39636.5
5.1203,7.33345,-4.78971,39680.6,-2.95778,-7.93333,4.59885,39680.6
-1.4766,8.98345,3.05528,39940.2,5.57604,-6.41224,-6.17195,39940.2
6.77361,-5.58306,0.197266,40437.4,-2.70924,8.18961,-2.76905,40437.4
-7.29659,-5.46518,3.55816,42142.2,6.75028,5.50864,-4.47006,42142.2
-1.46369,8.57371,-3.88927,43556.8,6.7578,-5.42726,-1.48733,43556.8
-4.5912,7.49017,0.111272,44657.3,6.15473,-5.31008,-2.33823,44657.3
8.55106,2.22586,2.46776,44809.3,-7.02966,-4.49088,-4.34679,44809.3
6.33569,5.30045,-5.07163,44828.2,-6.52437,-4.92025,3.80056,44828.2
6.50026,5.21381,-1.22176,45402.6,-6.64132,-5.10923,-1.06481,45402.6
7.59813,3.58615,-4.60692,45713.3,-8.48043,-2.8368,2.10812,45713.3
7.5981,2.78083,-4.70746,45836.4,-8.17379,-1.77867,3.94381,45836.4
5.83455,-5.58545,-1.5446,46304.4,-3.44062,7.42381,-0.671312,46304.4
0.818454,-8.41947,-5.46368,46922.9,0.990016,8.32245,2.56663,46922.9
8.84057,2.08259,-5.27341,47201.2,-8.10694,0.174207,2.59668,47201.2
6.43981,5.11615,1.00608,47317.8,-6.99049,-4.85542,-4.81024,47317.8
-8.17185,-0.552176,-6.01945,47972.5,8.49316,2.44772,3.36963,47972.5
6.46875,5.83954,-3.8238,48287.6,-6.32046,-5.46471,3.27903,48287.6
7.0773,4.56105,0.673736,48539,-7.13293,-3.82213,-3.28654,48539
-6.16276,-6.32937,-0.812407,50052.3,5.49742,6.35148,-1.30826,50052.3
-8.12867,2.19358,-0.432387,51449.8,8.70794,1.31192,-1.49857,51449.8
0.687138,8.70419,-3.84803,51604.9,6.64775,-5.15895,4.1677,51604.9
5.15164,-7.20508,-6.01009,52469.8,-1.5739,8.34854,2.97816,52469.8
7.59859,-3.03476,-2.35359,52813.7,-4.69039,7.26554,-4.24179,52813.7
3.8466,7.28562,-4.08082,53759.2,-4.2241,-8.02463,4.0592,53759.2
0.589241,8.71137,-1.47169,54251.9,1.7307,-8.14998,0.165275,54251.9
2.91934,7.93872,-3.54551,54489.5,1.48498,-8.88237,3.71988,54489.5
2.77413,-8.51873,2.44453,54558.1,-2.24794,8.01528,-2.42301,54558.1
-2.56562,8.70271,0.825836,54565.3,5.37541,-6.09066,-2.19833,54565.3
3.53153,8.31254,2.88536,55386.6,0.570887,-8.81104,-5.61815,55386.6
1.05223,8.64905,0.880003,56085.6,-0.852555,-8.86111,-4.15473,56085.6
-8.38298,-1.18168,2.75323,57174.1,8.02132,4.23031,-3.46695,57174.1
3.59473,7.3926,-2.3267,58446.7,-4.01409,-7.08866,1.92665,58446.7
8.32687,3.03964,-4.36927,59603.5,-8.88346,-0.089454,2.52418,59603.5
-7.97934,2.88827,-1.64263,59666.3,9.0446,0.768253,0.886237,59666.3
4.01463,7.26578,1.73658,60045,-5.29324,-7.36788,-5.05127,60045
0.546603,8.37274,1.53489,60722.8,0.857189,-8.65595,-4.07892,60722.8
0.424077,8.18257,0.632923,61164.5,1.89241,-8.56177,-2.01987,61164.5
-2.59449,8.40216,3.18514,62327.2,5.57846,-6.85251,-3.24986,62327.2
-8.59131,1.28492,5.37008,62355.3,7.76982,2.31163,-4.23774,62355.3
8.32907,-1.03939,0.714101,64264.9,-8.09375,-2.41321,0.0585438,64264.9
-5.51669,6.68389,-3.36575,64444.8,8.00475,-2.96355,1.81744,64444.8
3.29074,7.7718,-5.11143,65258.7,-0.929076,-8.9366,4.9256,65258.7
-1.69805,-8.21115,-1.34625,65692.5,4.49748,7.19648,0.709732,65692.5
-0.322468,8.97751,-5.35052,66375.2,4.77484,-7.73501,5.56074,66375.2
8.08753,-3.14822,1.84162,66907,-5.89707,6.19312,-3.51842,66907
-5.6244,7.07355,-2.23978,67100.1,7.31171,-3.52907,0.822595,67100.1
7.45148,4.74959,1.79331,67301.3,-6.49731,-5.05388,-3.59231,67301.3
5.5985,-6.60501,-4.8935,67315.4,-1.3566,8.74775,4.40167,67315.4
4.90168,-6.5025,-4.48443,68791.5,1.71307,8.00991,1.29197,68791.5
5.40973,7.10059,0.621136,68899.2,-2.38885,-7.85662,-1.5796,68899.2
6.81014,-5.36638,0.577029,68985.8,-2.4159,8.14806,-0.99075,68985.8
7.93766,-2.78712,-0.754694,69138.4,-5.3485,6.35861,0.519494,69138.4
4.55083,7.10289,0.865796,69150.2,-6.20249,-5.28194,-6.27627,69150.2
5.79938,5.88266,-5.34773,69328.2,-6.32145,-5.81857,2.56914,69328.2
5.45868,6.88415,-0.572519,69800.7,-2.57209,-8.42198,0.197597,69800.7
7.66078,-3.44712,-2.2492,69966.8,-5.27169,7.49925,4.05878,69966.8
2.07747,8.03915,-2.31487,70358.3,2.77924,-8.24542,2.93861,70358.3
-7.9475,3.67179,-3.96208,71535.8,8.26113,-0.0693156,2.12417,71535.8
2.22668,8.44506,-2.01003,71950.6,8.06373,-1.74676,1.47342,71950.6
-3.78363,-7.22912,4.25773,73122.3,5.68085,6.29369,-2.26174,73122.3
-0.74983,8.83554,-5.22555,74746.2,6.47326,-5.9219,6.25211,74746.2
-3.31301,7.49161,3.30037,74878.9,7.95439,-2.6584,-2.54901,74878.9
-7.0453,5.52458,0.0437656,75776,8.49821,-0.443449,0.276328,75776
8.38154,-0.79072,4.45528,76095.2,-5.54185,6.36395,-5.88729,76095.2
7.54526,3.99319,3.00528,76174.5,-8.20039,-1.27656,-5.60332,76174.5
7.24572,5.54832,-2.45456,76296.8,-7.56648,-3.94166,3.83416,76296.8
-8.57447,-0.514395,-5.68926,76592.9,7.53843,3.68171,2.83986,76592.9
8.33695,1.36056,-3.29649,76798.9,-7.62361,3.43227,5.98348,76798.9
-5.54756,5.88297,-5.85835,76878.5,8.92218,-0.302468,5.42188,76878.5
-1.5711,-8.4806,4.7509,77302.5,4.13342,8.06085,-2.40748,77302.5
6.5153,-5.76748,-4.73637,77911.1,-0.946028,8.24745,3.27676,77911.1
7.94342,2.40687,-2.49202,79103.1,-8.05072,2.22897,4.5691,79103.1
7.31457,4.62841,2.67755,79208.3,-8.12104,-1.48788,-5.23462,79208.3
6.08498,6.20284,0.604627,79996.7,-7.15607,-5.12842,-0.818203,79996.7
5.25478,7.34211,0.0443742,80324.2,-2.48062,-8.44082,4.12516,80324.2
-5.26799,6.91956,2.94548,80566.7,4.9403,7.06723,-2.81341,80566.7
8.14712,1.71512,-2.76087,80792.8,-5.29149,6.10891,3.35175,80792.8
-1.09572,8.75751,0.961186,80936.8,4.70891,-7.73557,-0.324032,80936.8
2.67472,8.21664,-1.24926,82653.9,-0.424331,-8.65052,3.03858,82653.9
-2.13917,-8.15156,2.60142,83156.7,2.34663,8.09287,-1.23196,83156.7
3.03976,-7.54647,-0.925158,83510.6,-0.8524,8.27036,1.75894,83510.6
2.9582,7.61687,-2.24515,83598.5,-2.64535,-8.6001,4.89463,83598.5
6.85998,5.20601,4.64802,83984.1,-7.85494,-3.71704,-6.13601,83984.1
8.36778,0.515099,-1.69739,85842.1,-6.71715,4.72736,4.34072,85842.1
-1.45653,-8.32162,-3.04471,86296.7,2.33516,8.46104,2.87547,86296.7
4.47983,-6.98941,5.04048,86594.6,-2.57733,7.80322,-3.41352,86594.6
1.80223,8.26282,-2.6414,86771.8,-0.864106,-8.30631,4.24961,86771.8
8.37532,1.36212,1.87807,87271.1,-8.48069,-0.696897,-1.61939,87271.1
-6.29559,-6.23688,-1.87019,87717,6.37866,5.80125,2.62746,87717
-7.24692,-4.28298,-5.30128,88861.7,7.7917,4.3023,4.18872,88861.7
-8.26,2.74135,-1.22159,89073.2,8.72011,-1.89686,2.15092,89073.2
7.91463,-2.68349,3.38044,91133.6,-7.9145,2.3525,-4.35937,91133.6
-6.72793,-5.0463,-1.03064,91205,8.07691,3.43621,1.9465,91205
0.286845,-8.88688,3.03582,91532.6,3.06903,7.66174,-0.639862,91532.6
7.78008,2.65015,-0.401727,92287.5,-7.41415,-3.7547,3.08119,92287.5
8.6364,1.92274,0.15095,92408.9,-8.28356,-2.42486,1.43519,92408.9
-3.60774,7.74049,-3.6401,93196.2,6.2877,-5.66525,0.459166,93196.2
7.3647,-4.15845,1.76055,93264.9,-5.72748,5.87584,-0.0649904,93264.9
9.00612,0.485329,-1.16913,93441.7,-8.17238,0.517845,3.00594,93441.7
3.22684,-8.35106,-2.47574,93706.1,0.854016,8.91051,3.38357,93706.1
0.764743,-8.58934,2.66659,93865.1,5.73236,6.97848,-0.667763,93865.1
8.46435,-2.21784,-0.0269542,94023.9,-7.32051,3.96878,1.48814,94023.9
-8.01245,-3.00678,3.35973,94092,8.2374,3.22315,-0.933522,94092
7.68525,-3.17065,-1.12572,95779.6,-6.77382,5.08063,4.5616,95779.6
8.07348,-1.54835,0.464553,95858.5,-7.26259,3.89182,1.20728,95858.5
