X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
-7.25553,4.62429,-6.142,623.543,8.33493,0.387733,-0.267075,623.543
8.86451,-1.17105,-3.74851,856.826,-2.43947,7.9216,-3.2318,856.826
2.14696,8.887,-4.44257,2096.71,-0.586124,-8.40184,-0.896769,2096.71
3.89745,7.5136,-5.81312,2264.31,-4.27422,-7.17189,1.86492,2264.31
-3.27772,7.46318,-5.1424,2598.48,6.75819,-5.15719,-0.320425,2598.48
-4.89856,-6.63858,-1.26141,2939.54,4.56306,7.07787,-4.08949,2939.54
-5.87267,-6.69323,0.931812,5493.29,5.80648,6.18802,-4.90732,5493.29
7.59404,4.34517,-4.12858,6526.24,-7.64701,-3.63641,-0.581519,6526.24
-5.49098,6.58783,-0.639851,6493.17,7.96791,-2.35705,-3.94931,6493.17
3.19439,8.05473,-3.62755,6623.4,0.0267072,-8.16308,-1.62693,6623.4
-7.87727,2.19989,-3.94833,6785.96,7.54255,3.79619,-0.78834,6785.96
8.60778,0.238206,-5.1615,8295.97,-6.73242,4.91546,1.79603,8295.97
-3.37411,-7.63885,-2.53383,8309.87,5.85826,5.66443,-2.64741,8309.87
7.28311,3.84749,-4.9425,8393.19,-6.85611,-4.55537,2.44427,8393.19
8.24884,-0.343987,-3.03358,8889.7,-7.30263,3.475,-1.93214,8889.7
-0.199322,8.05397,1.13892,8948.35,5.73636,-6.73684,-6.15729,8948.35
-6.25859,-5.23988,-2.48737,9731.14,7.3143,3.67922,-2.6991,9731.14
3.60604,7.50931,-3.28044,9985.47,1.96134,-8.22906,-1.82477,9985.47
8.85843,-0.674307,-0.599918,9987.57,-7.92517,3.65258,-6.11137,9987.57
6.47462,5.4932,-2.8542,10573,-3.22834,-8.29641,-2.43821,10573
-6.11969,-6.06725,-3.2723,11106.9,7.65897,4.10536,-2.16879,11106.9
-5.69485,6.56018,-0.186364,12845.1,8.14008,-2.99727,-3.27139,12845.1
7.80632,4.32868,-3.63609,13630.3,-6.53469,-5.51747,-0.432971,13630.3
-1.40389,8.4864,-3.77833,14874.2,5.64603,-6.8626,-1.03738,14874.2
3.98468,7.10692,-1.21068,15325.1,-1.22293,-8.40386,-4.51739,15325.1
-6.48907,6.0038,1.96461,15902,7.53081,-2.93683,-5.63593,15902
8.79652,-1.08457,-5.22507,16638.4,-7.96882,3.46566,0.515536,16638.4
0.73196,8.88363,-0.836926,19041.1,-1.22181,-8.41883,-3.43408,19041.1
-8.48826,0.685285,-5.05259,19380.7,7.42058,3.68797,1.04386,19380.7
-5.79915,6.7939,-2.84859,19572.7,7.32667,-4.05111,-1.83098,19572.7
7.24649,-3.70049,-2.27884,20032.9,-5.50824,6.95737,-2.06377,20032.9
