X Position 1[cm],Y Position 1[cm],Z Position 1[cm],Timestamp 1[ms],X Position 2[cm],Y Position 2[cm],Z Position 2[cm],Timestamp 2[ms]
7.29341,-4.26717,-6.3021,200.266,-6.44759,5.33357,4.44016,200.266
-7.34666,-4.04293,-0.886293,1771.37,7.20597,4.58568,-4.58204,1771.37
8.44011,-0.26025,-4.35065,1773.06,-7.29299,4.57449,-0.364641,1773.06
-8.15928,1.37969,2.49221,1914.85,8.45633,1.52328,-6.13472,1914.85
-3.86524,-7.22556,-1.22036,2939.54,5.57259,6.45652,-4.04886,2939.54
-0.761661,8.08841,-5.48984,3090.11,5.76849,-5.74577,0.34075,3090.11
8.56231,1.08268,-6.28553,5633.3,-6.27281,5.44453,-0.741183,5633.3
1.3416,-8.58813,2.2728,7032.48,2.17774,8.28497,-5.68773,7032.48
-7.50712,-4.35951,-3.24375,11336.9,6.29312,5.83594,-2.13204,11336.9
1.2504,9.04237,-3.41565,11699.9,1.09119,-8.31678,-0.519279,11699.9
8.27302,0.420196,-4.57054,11824.9,-6.05527,5.48358,-6.10843,11824.9
7.56835,-3.39979,-3.06498,12035.9,-4.3276,7.21617,-1.40469,12035.9
0.195411,8.75512,-0.368463,12774.1,2.42479,-8.19495,-5.73372,12774.1
8.87899,-2.12,-2.3559,12997.6,-6.76202,5.79591,-1.35738,12997.6
7.31126,-4.24554,-6.14514,13009,-4.22785,7.17443,1.03059,13009
8.0389,1.72268,-3.99515,13248.7,-8.39087,1.53337,-1.08178,13248.7
-8.07527,2.48797,-4.12219,13572.6,8.58552,1.14943,-0.790158,13572.6
8.21816,-3.45945,-4.69257,13897.1,-5.5467,6.63984,-0.523803,13897.1
-7.86811,3.32961,-3.5264,14315.3,8.16076,0.330773,-1.82056,14315.3
-7.43782,-4.74081,-3.46317,17942.7,6.99713,5.34368,-1.85037,17942.7
-4.76584,7.40753,-3.89152,19052.8,6.35455,-5.32852,0.26861,19052.8
-6.18138,5.9818,1.2385,19017,8.05848,-3.61987,-6.32208,19017
-8.49294,0.576628,-5.07802,19610.7,7.48044,3.54346,1.02438,19610.7
-0.112611,8.3979,-0.867888,20664.2,-2.36603,-8.59484,-2.82772,20664.2
-0.640612,8.77601,-3.45451,23529.8,3.10555,-7.58204,-0.258361,23529.8
5.5384,6.82784,-6.24484,26191.9,-5.40402,-7.35465,6.06048,26191.9
8.76735,-1.15647,-1.49687,26444.6,-7.94971,4.4399,-3.01178,26444.6
7.67338,2.94754,-5.04204,26515.4,-8.84988,-1.33633,3.37603,26515.4
-8.79064,-1.37617,-0.92271,26775.2,6.8781,5.64372,-3.60699,26775.2
8.08242,1.03456,-5.04441,28596.2,-8.26229,-0.0934773,0.814315,28596.2
-2.88601,-8.4539,-4.64203,29599.3,4.37882,7.20986,-0.151924,29599.3
0.50871,8.88398,-6.21448,29617.2,3.66616,-7.37434,3.06115,29617.2
7.81391,-2.30486,-3.42758,29998.9,-3.38769,7.61919,-4.10606,29998.9
-4.21221,7.04193,-4.45618,30945.4,7.76821,-3.24735,0.339834,30945.4
8.26956,0.23077,-1.78579,31193,-6.62335,5.19711,-0.674443,31193
3.24992,7.9913,0.578962,31543.8,3.56989,-7.56063,-4.37678,31543.8
6.36916,5.6667,-0.353807,33001.4,-4.42014,-7.11379,-2.64905,33001.4
6.58079,-5.38229,0.534752,34512.7,-2.31331,8.76812,-3.4908,34512.7
-1.87649,8.0559,-3.00364,36019.2,7.66154,-3.50616,-5.51945,36019.2
3.67429,7.30549,-2.87005,36138.9,0.322859,-8.2065,1.24675,36138.9
-7.00429,4.22913,4.52751,36314.4,8.23429,-0.127161,-5.2092,36314.4
3.40326,7.5183,-0.902312,36793,0.748228,-8.16383,-2.87163,36793
1.20529,8.62129,0.445754,37813.4,3.60244,-7.6879,-4.28215,37813.4
3.47246,-7.34513,-4.61783,38801.6,1.49807,8.23086,0.933797,38801.6
8.85446,-1.18409,-3.1389,39009.2,-7.25223,5.07061,0.961561,39009.2
-1.3952,8.12755,1.55116,40029.5,7.56063,-4.47529,-2.71526,40029.5
-4.354,7.48296,-1.59782,40074.8,7.5506,-4.29753,-1.18122,40074.8
8.31845,0.43145,-1.83722,40307.9,-8.5856,2.37965,-0.693441,40307.9
4.30405,7.73535,-4.37087,40326.3,-0.944901,-8.31303,2.96129,40326.3
8.39077,-1.37375,-3.76554,41455.3,-6.12899,5.37916,1.21282,41455.3
8.81295,0.370666,1.31921,41678.5,-8.77303,2.41154,-5.21724,41678.5
8.3227,-2.57178,-6.09752,44415.1,-3.05301,8.17741,2.13731,44415.1
-4.11241,7.68849,0.126692,44777.3,6.55557,-5.01965,-2.30642,44777.3
8.628,2.28915,2.2598,44929.3,-6.90318,-4.72616,-4.48603,44929.3
6.59392,5.82919,-1.86388,45020.7,-6.67247,-6.06912,-0.402286,45020.7
6.61652,5.09759,-1.21229,45532.6,-6.52505,-5.22545,-1.05534,45532.6
0.296594,8.55176,1.90314,45747.6,-2.36085,-8.08976,-0.11059,45747.6
8.26663,-2.5351,0.138795,46024.1,-7.07563,4.95286,-2.64372,46024.1
6.08409,-5.33594,-1.5305,46444.4,-3.10948,7.56163,-0.662821,46444.4
8.33647,-0.331723,-1.13634,46819.5,-7.93769,2.65111,-1.24617,46819.5
7.08814,4.53484,0.712928,48689,-7.1221,-3.84835,-3.24734,48689
3.05332,-7.70314,0.0994613,49165.4,-1.47223,8.66704,-1.2302,49165.4
-1.19273,8.84479,2.2147,50405.6,3.37554,-8.12073,-5.20523,50405.6
6.5656,5.01673,-0.860623,51516.4,-7.73086,-4.44264,-0.772847,51516.4
-3.09008,7.71271,-3.10511,51642.8,7.59357,-4.39206,0.390638,51642.8
-1.38808,8.73837,-1.32477,51952.3,3.19058,-7.7592,-0.521094,51952.3
0.741825,-8.91915,-5.73234,52625.6,0.597103,8.23209,2.67868,52625.6
-8.87039,1.20284,4.27821,52865.6,8.40633,1.47433,-4.96397,52865.6
0.0606615,8.71137,-1.46577,54481.9,1.20443,-8.2004,0.175969,54481.9
2.37525,-7.79567,1.45064,54808.1,-2.67153,7.84275,-2.39169,54808.1
3.69116,-7.93257,-6.24181,55266.5,-0.770492,8.7895,4.85359,55266.5
-6.43072,-5.4893,0.999958,55385.2,4.87635,6.60714,1.1691,55385.2
8.78296,1.16704,-3.42928,55677.2,-8.26415,2.30487,1.83777,55677.2
6.46812,5.42613,0.246238,56219.8,-7.5442,-3.14147,-2.15701,56219.8
7.46979,-3.76913,-1.87738,56500.7,-2.7117,7.95718,0.330011,56500.7
-5.78611,6.07522,2.94744,56966.6,8.04197,-3.38206,-5.29605,56966.6
0.760726,8.26355,-4.69904,57044.3,-0.045821,-8.45212,5.50597,57044.3
-4.16633,-7.22592,2.52012,57788,3.83075,7.78264,-1.05124,57788
8.63097,-1.41034,-0.508664,58255.2,-6.90117,4.95319,-0.299122,58255.2
8.16512,-2.63326,5.36223,59736.9,-6.68183,6.02783,-6.32426,59736.9
8.46591,1.04217,4.10571,60170.8,-7.56568,3.58585,-5.17323,60170.8
-6.90039,5.45798,3.79488,60400.7,7.16798,-3.89373,-0.946553,60400.7
0.0974752,8.37395,1.43582,60992.8,0.409874,-8.65593,-4.18108,60992.8
8.21015,0.550987,-5.31139,60953.6,-7.63581,3.95654,4.22416,60953.6
8.07143,-2.22212,-0.873143,62658.1,-6.72677,6.03883,-0.467941,62658.1
-0.680077,8.3671,2.64127,62802.1,2.41998,-7.78529,-6.12724,62802.1
-6.46227,4.95588,-1.31359,63098.5,8.97628,-0.893395,0.647699,63098.5
8.62422,-1.90606,-1.3695,64067.8,-5.89358,5.75879,-1.41335,64067.8
5.3582,7.42944,2.76264,65059.5,-7.39064,-5.18121,-4.94218,65059.5
-5.68777,5.9256,0.123706,66905.8,7.9213,-3.54674,6.05238,66905.8
5.87717,-5.6222,1.37342,67211.6,-3.26935,8.08869,-1.83139,67211.6
5.89328,6.42387,1.86144,67561.3,-7.58226,-3.04145,-3.34063,67561.3
-8.49994,1.20725,2.61308,67573.7,7.22262,3.89233,-2.47578,67573.7
1.2254,-8.28756,2.00826,67766,0.927115,8.58185,-6.31716,67766
8.39774,-2.12774,3.48396,70418.2,-6.09496,6.43365,-3.57956,70418.2
-6.01589,5.74289,-3.70336,71813.7,8.68304,-1.20391,3.44349,71813.7
7.04615,5.35446,-1.22163,72330.2,-8.4178,-1.36365,1.84115,72330.2
3.35556,8.23197,-2.05761,72719,-4.14567,-7.60399,3.27733,72719
-5.27164,-6.22328,4.0328,73502.3,4.18716,7.29029,-2.48182,73502.3
-7.09601,5.32999,-2.53683,73588.7,8.60742,-2.50273,-0.945152,73588.7
6.18192,-6.54973,4.92567,73692,-2.65984,8.13548,-3.22124,73692
