,Xs,Ys,Zs
0,2.586682425125877,0.4144511346491624,-3.004146114382021
1,2.55137221462532,0.40329726403730026,-2.985763420603986
2,2.5163718316814303,0.39418176918386333,-2.9673744706243363
3,2.481686904568899,0.3870639211575702,-2.9489811538827375
4,2.447323061562416,0.3819029910271393,-2.930585359818854
5,2.413285930936673,0.3786582498612892,-2.9121889778723493
6,2.3795811409663603,0.37728896872873857,-2.8937938974828894
7,2.3462143199261676,0.37775441869820564,-2.8754020080901364
8,2.313191096090787,0.38001387083840926,-2.857015199133756
9,2.280517097734908,0.3840265962180678,-2.8386353600534115
10,2.248197953133222,0.3897518659058997,-2.8202643802887684
11,2.2162392905604187,0.3971489509706237,-2.80190414927949
12,2.184646738291191,0.40617712248095833,-2.7835565564652414
13,2.1534259246002274,0.416795651505622,-2.765223491285686
14,2.1225824777622195,0.42896380911333326,-2.746906843180488
15,2.0921220260518574,0.44264086637281075,-2.7286085015893136
16,2.062050197743833,0.45778609435277295,-2.7103303559518253
17,2.032372621112837,0.4743587641219385,-2.6920742957076884
18,2.003094924433558,0.49231814674902563,-2.6738422102965664
19,1.9742227359806888,0.5116235133027532,-2.655635989158124
20,1.9457616840289187,0.5322341348518397,-2.637457521732025
21,1.9177173968529402,0.5541092824650036,-2.619308697457935
22,1.8900955027274422,0.5772082272109634,-2.6011914057755177
23,1.8629016299271162,0.6014902401584378,-2.583107536124437
24,1.8361414067266524,0.6269145923761448,-2.5650589779443567
25,1.809820461400742,0.6534405549328037,-2.5470476206749426
26,1.7839444222240748,0.6810273988971326,-2.5290753537558572
27,1.7585189174713434,0.7096343953378502,-2.511144066626767
28,1.7335495754172363,0.7392208153236747,-2.4932556487273345
29,1.7090420243364457,0.769745929923325,-2.475411989497225
30,1.6850018925036616,0.8011690102055198,-2.4576149783761023
31,1.6614348081935755,0.8334493272389771,-2.4398665048036308
32,1.638346399680877,0.8665461520924157,-2.422168458219475
33,1.615742295240257,0.9004187558345544,-2.404522728063299
34,1.5936281231464065,0.9350264095341114,-2.3869312037747674
35,1.5720095116740156,0.9703283842598052,-2.369395774793544
36,1.5508920890977764,1.0062839510803543,-2.3519183305592937
37,1.5302814836923786,1.0428523810644774,-2.33450076051168
38,1.5101833237325129,1.0799929452808936,-2.317144954090369
39,1.4906032374928697,1.1176649147983204,-2.2998528007350223
40,1.4715468532481406,1.155827560685477,-2.282626189885306
41,1.4530197992730154,1.1944401540110816,-2.2654670109808848
42,1.4350277038421855,1.233461965843853,-2.2483771534614214
43,1.4175761952303412,1.2728522672525093,-2.2313585067665818
44,1.400670901712173,1.31257032930577,-2.2144129603360287
45,1.3843174515623717,1.3525754230723526,-2.197542403609427
46,1.3685214730556288,1.3928268196209759,-2.180748726026442
47,1.3532885944666337,1.4332837900203588,-2.1640338170267372
48,1.3386244440700776,1.473905605339219,-2.1473995660499754
49,1.3245346501406519,1.5146515366462765,-2.130847862535824
