,Xs,Ys,Zs
0,2.4839294741905498,1.444050284578044,-3.0001338575882666
1,2.2660744775525976,1.6459955410143163,-2.9922746586448556
2,2.0826460283814168,1.8232217878569517,-2.983393058251768
3,1.9315554557826882,1.9769569069331812,-2.9735566707830703
4,1.810714088862098,2.108428780070239,-2.962833110612835
5,1.7180332567253305,2.2188652890953566,-2.951289992115131
6,1.6514242884780685,2.309494315835768,-2.938994929664027
7,1.608798513225997,2.381543742118706,-2.9260155376335946
8,1.5880672600747996,2.436241449771403,-2.912419430397903
9,1.5871418581301613,2.4748153206210928,-2.8982742223310214
10,1.6039336364977654,2.4984932364950074,-2.8836475278070215
11,1.6363539242832965,2.5085030792203806,-2.8686069611999714
12,1.6823140505924379,2.506072730624444,-2.853220136883941
13,1.7397253445308747,2.492430072534431,-2.837554669233
14,1.80649913520429,2.4688029867775745,-2.821678172621219
15,1.8805467517183692,2.436419355181108,-2.8056582614226677
16,1.9597795231787956,2.396507059572264,-2.789562550011416
17,2.042108778691253,2.3502939817782753,-2.773458652761533
18,2.125445847361426,2.2990080036263745,-2.757414184047089
19,2.2077020582949984,2.2438770069437943,-2.7414967582421537
20,2.286788740597655,2.186128873557769,-2.725773989720797
21,2.3606172233750784,2.1269914852955294,-2.7103134928570887
22,2.4270988357329544,2.0676927239843104,-2.6951828820250987
23,2.484144906776966,2.009460471451343,-2.6804497715988966
24,2.5296667656127982,1.9535226095238625,-2.666181775952553
25,2.5615757413461346,1.9011070200290994,-2.6524465094601366
26,2.5777831630826595,1.8534415847942878,-2.6393115864957184
27,2.576466288107003,1.8116254466486532,-2.626837257694751
28,2.5578870831646303,1.775748515747448,-2.6150260466190938
29,2.523290716098393,1.7454247228870707,-2.603853251299575
30,2.4739281404775677,1.7202651979248587,-2.593294009556181
31,2.4110503098714333,1.6998810707181515,-2.5833234592089007
32,2.335908177849268,1.6838834711242887,-2.573916738077723
33,2.249752697980351,1.6718835290006067,-2.5650489839826345
34,2.153834823833961,1.6634923742044463,-2.556695334743624
35,2.049405508979376,1.658321136593146,-2.5488309281806796
36,1.9377157069858753,1.6559809460240438,-2.5414309021137886
37,1.8200163714227362,1.6560829323544797,-2.5344703943629403
38,1.6975584558592378,1.6582382254417911,-2.527924542748121
39,1.5715929138646587,1.6620579551433174,-2.52176848508932
40,1.4433706990082777,1.667153251316398,-2.5159773592065244
41,1.3141427648593733,1.6731352438183706,-2.510526302919723
42,1.1851600649872243,1.6796150625065744,-2.505390454048903
43,1.057673552961108,1.6862038372383483,-2.500544950414054
44,0.9329341823503047,1.6925126978710316,-2.4959649298351625
45,0.8121929067240912,1.6981527742619615,-2.491625530132216
46,0.6967006796517471,1.702735196268479,-2.487501889125204
47,0.5877084547025508,1.7058710937479205,-2.4835691446341133
48,0.4864671854457815,1.7071715965576268,-2.4798024344789336
49,0.39422782545071644,1.7062478345549357,-2.4761768964796516
50,0.31224132828663453,1.7027109375971858,-2.4726676684562543
51,0.24175864752281473,1.6961720355417162,-2.469249888228732
52,0.18403073672853537,1.686242258245866,-2.4658986936170715
53,0.14030854947307547,1.672532735566973,-2.4625892224412604
54,0.11184303932571305,1.654654597362377,-2.459296612521287
55,0.09988515985572644,1.6322189734894168,-2.455996001677141
56,0.10546898151413274,1.6049200155259729,-2.452661630907868
57,0.12796817568517577,1.5730874671071375,-2.4492608753915963
58,0.16598910817574175,1.5373447924199979,-2.4457579374651814
59,0.21813400165413635,1.4983170416233647,-2.4421170023334224
60,0.2830050787886639,1.4566292648760508,-2.43830225520112
61,0.3592045622476278,1.4129065123368698,-2.4342778812730748
62,0.44533467469933524,1.3677738341646322,-2.4300080657540857
63,0.5399976388120895,1.3218562805181515,-2.4254569938489547
64,0.6417956772541958,1.2757789015562393,-2.4205888507624813
65,0.7493310126939591,1.2301667474377085,-2.4153678216994656
66,0.8612058677996837,1.1856448683213718,-2.409758091864709
67,0.976022465239675,1.1428383143660406,-2.40372384646301
68,1.0923830276822368,1.1023721357305276,-2.3972292706991705
69,1.208889777795675,1.0648713825736458,-2.3902385497779903
70,1.3241449382482937,1.030961105054207,-2.382715868904269
71,1.4367507317083967,1.0012663533310238,-2.3746254132828084
72,1.5453093808442913,0.9764121775629077,-2.365931368118407
73,1.6484231083242809,0.9570236279086721,-2.3565979186158663
74,1.74469413681667,0.9437257545271285,-2.3465892499799854
75,1.8327246889897642,0.93714360757709,-2.335869547415566
76,1.9111169875118676,0.9379022372173687,-2.324402996127408
77,1.9784732550512851,0.9466266936067766,-2.312153781320311
78,2.0333957142763213,0.9639420269041267,-2.299086088199076
79,2.074486587855282,0.9904732872682311,-2.285164101968503
80,2.100348098456471,1.0268455248579018,-2.270352007833392
81,2.110012371367634,1.073490382563404,-2.2546341313253033
82,2.104800092940749,1.1298099111666478,-2.2381020138092365
83,2.0867904758502545,1.194864910902294,-2.220882732530411
84,2.0580632263111163,1.2677159599679142,-2.2031033878557174
85,2.0206980505382983,1.347423636561084,-2.184891080152045
86,1.9767746547467664,1.4330485188793762,-2.1663729097862863
87,1.9283727451514858,1.5236511851203642,-2.147675977125331
88,1.8775720279674206,1.618292213481621,-2.1289273825360704
89,1.8264522094095372,1.7160321821607212,-2.110254226385395
90,1.7770909140477136,1.8159308819181337,-2.0917834393434758
91,1.7311942875245394,1.9169075818219383,-2.073611668937636
92,1.6896715767301178,2.0175801029895015,-2.055770599121272
93,1.6533289825528308,2.1165272866728695,-2.038283513487594
94,1.6229727058810597,2.212327974124085,-2.021173695629814
95,1.5994089476031852,2.303561006595193,-2.0044644291411435
96,1.5834439086075898,2.3888052253382375,-1.988178997614794
97,1.5758837897826543,2.466639471605265,-1.9723406846439764
98,1.5775347920167593,2.5356425866483177,-1.956972773821902
99,1.5892031161982865,2.5943934117194405,-1.942098548741782
100,1.6116949632156183,2.6414707880706785,-1.9277412929968283
101,1.645816533957135,2.675453556954075,-1.913924290180252
102,1.6923139703575936,2.694989556916847,-1.9006694435735156
103,1.7507056378265071,2.7001371282582816,-1.887970438944101
104,1.8193618323430312,2.692273543436522,-1.8757945764229078
105,1.8966087548705262,2.672826732415984,-1.864108142722108
106,1.9807726063723543,2.643224625161087,-1.8528774245538724
107,2.070179587811877,2.6048951516362466,-1.8420687086303729
108,2.1631559001524554,2.559266241805882,-1.8316482816637805
109,2.2580277443574497,2.5077658256344106,-1.8215824303662667
110,2.353121321390224,2.45182183308625,-1.8118374414500038
111,2.4467628322141386,2.3928621941258164,-1.802379601627162
112,2.5372784777925546,2.3323148387175294,-1.7931751976099137
113,2.622994459088834,2.271607696825805,-1.7841905161104297
114,2.702236977066336,2.212168698415062,-1.7753918438408811
115,2.7733322326884253,2.155425773449718,-1.766745467513441
116,2.8346064269184628,2.1028068518941905,-1.75821767384028
117,2.8843857607198067,2.0557398637128963,-1.749774749533568
