,Xs,Ys,Zs
0,1.8152845266141648,0.7657749748572095,-2.9995917359209563
1,1.8150605957195403,1.0187506555569155,-2.992182834108494
2,1.8129733139555455,1.2452409396768347,-2.984420786147825
3,1.8091375700127228,1.446349179328662,-2.976317468303285
4,1.8036682525816141,1.6231787266240947,-2.9678847568392133
5,1.7966802503527586,1.7768329336748265,-2.9591345280199417
6,1.7882884520167,1.9084151525925546,-2.9500786581098106
7,1.7786077462639787,2.019028735488974,-2.9407290233731547
8,1.7677530217851365,2.10977703447578,-2.931097500074312
9,1.7558391672707154,2.181763401664669,-2.921195964477619
10,1.7429810714112566,2.236091189167337,-2.911036292847412
11,1.7292936228973008,2.273863749095477,-2.9006303614480267
12,1.7148917104193908,2.296184433560788,-2.8899900465438013
13,1.6998902226680674,2.304156594674965,-2.879127224399071
14,1.6844040483338716,2.2988835845497015,-2.8680537712781726
15,1.668548076107346,2.281468755296695,-2.856781563445444
16,1.652437194679032,2.253015459027641,-2.845322477165221
17,1.6361862927394708,2.214627047854236,-2.833688388701841
18,1.6199102589792032,2.1674068738881735,-2.8218911743196387
19,1.6037239820887716,2.1124582892411508,-2.8099427102829524
20,1.5877423507587172,2.050884646024863,-2.7978548728561186
21,1.5720802536795817,1.983789296351006,-2.785639538303473
22,1.5568525795419061,1.9122755923312738,-2.7733085828893524
23,1.542174217036233,1.8374468860773652,-2.7608738828780948
24,1.528160054853102,1.760406529700973,-2.7483473145340347
25,1.5149249816830568,1.6822578753137951,-2.7357407541215104
26,1.5025838862166376,1.6041042750275256,-2.7230660779048583
27,1.491251657144386,1.5270490809538608,-2.7103351621484144
28,1.481043183156844,1.4521956452044962,-2.6975598831165155
29,1.4720733529445529,1.3806473198911275,-2.6847521170734985
30,1.4644570551980536,1.3135074571254504,-2.6719237402836993
31,1.4583091786078888,1.2518794090191612,-2.6590866290114565
32,1.4537446118645987,1.1968665276839539,-2.6462526595211036
33,1.4508782436587262,1.1495721652315256,-2.6334337080769807
34,1.4498249626808117,1.1110996737735712,-2.620641650943422
35,1.4506996576213966,1.082552405421787,-2.6078883643847637
36,1.4536154424331764,1.0650231339784872,-2.5951856702426617
37,1.4585754847785946,1.0589492993467005,-2.5825420188342707
38,1.465410514526882,1.0637405274745273,-2.5699605726380903
39,1.4739361894342502,1.0787166071125398,-2.5574440319433234
40,1.4839681672569118,1.103197327011309,-2.544995097039175
41,1.4953221057510775,1.1365024759214055,-2.5326164682148486
42,1.50781366267296,1.1779518425934004,-2.52031084575955
43,1.5212584957787714,1.2268652157778661,-2.508080929962481
44,1.535472262824723,1.2825623842253728,-2.495929421112848
45,1.5502706215670268,1.3443631366864914,-2.4838590194998544
46,1.565469229761895,1.4115872619117933,-2.4718724254127054
47,1.580883745165539,1.48355454865185,-2.459972339140603
48,1.5963298255341711,1.5595847856572316,-2.4481614609727536
49,1.611623128624003,1.6389977616785105,-2.436442491198361
50,1.626579312191247,1.7211132654662578,-2.4248181301066287
51,1.6410140339921142,1.8052510857710435,-2.4132910779867616
52,1.6547429517828172,1.8907310113434406,-2.4018640351279643
53,1.6675817233195678,1.976872830934018,-2.390539701819439
54,1.6793460063585766,2.0629963332933476,-2.379320778350392
55,1.6898514586560576,2.1484213071720015,-2.368209965010027
56,1.6989137379682218,2.232467541320551,-2.3572099620875484
57,1.70634850205128,2.314454824489565,-2.3463234698721602
58,1.7119714086614455,2.393702945429616,-2.335553188653066
59,1.7155981155549296,2.4695316928912763,-2.324901818719471
60,1.7170442804879444,2.541260855625116,-2.314372060360579
61,1.716125561216702,2.6082102223817056,-2.3039666138655948
62,1.7126576154974134,2.6696995819116163,-2.2936881795237216
63,1.7064561010862913,2.7250487229654214,-2.283539457624165
64,1.6973366757395474,2.7735774342936894,-2.2735231484561282
65,1.6851149972133934,2.8146055046469933,-2.2636419523088156
